order_id,user_id,age_stage,category,amount,city_tier,order_date
O00001553,U000795,6-12月,辅食,67.71,三线及以下,2010-06-24
O00001554,U005807,1-3岁,玩具,143.15,三线及以下,2010-04-28
O00001555,U004679,3-6月,纸尿裤,188.7,一线城市,2010-07-27
O00001556,U000057,3-6月,玩具,192.75,一线城市,2010-04-03
O00001557,U001572,孕期囤货,营养品,419.59,二线城市,2010-06-20
O00001558,U003739,3-6岁,玩具,124.07,三线及以下,2010-03-22
O00001559,U000816,3-6月,服饰,83.27,三线及以下,2010-03-04
O00001560,U002721,孕期囤货,洗护用品,120.39,一线城市,2010-11-20
O00001561,U003578,3-6月,辅食,398.99,三线及以下,2010-06-26
O00001562,U001540,3-6月,服饰,110.3,三线及以下,2010-03-21
O00001563,U000538,3-6岁,洗护用品,70.11,三线及以下,2010-04-23
O00001564,U000705,3-6月,玩具,274.45,一线城市,2010-12-15
O00001565,U004190,3-6月,服饰,101.49,二线城市,2010-12-11
O00001566,U001480,1-3岁,奶粉,234.35,二线城市,2010-11-01
O00001567,U000339,孕期囤货,儿童安全床,3729.83,一线城市,2010-09-01
O00001568,U002532,6-12月,服饰,101.81,三线及以下,2010-11-12
O00001569,U004492,3-6岁,安全座椅,2676.56,二线城市,2010-03-02
O00001570,U000891,3-6月,玩具,110.36,二线城市,2010-04-12
O00001571,U002988,孕期囤货,服饰,99.88,三线及以下,2010-11-11
O00001572,U001121,孕期囤货,洗护用品,108.41,一线城市,2010-10-12
O00001573,U001742,0-3月,奶粉,316.3,二线城市,2010-06-19
O00001574,U001365,3-6月,奶粉,178.03,三线及以下,2010-12-10
O00001575,U004725,1-3岁,奶粉,889.3,三线及以下,2010-02-17
O00001576,U003775,3-6岁,辅食,156.44,三线及以下,2010-09-15
O00001577,U004516,1-3岁,辅食,92.86,三线及以下,2010-02-24
O00001578,U003430,0-3月,洗护用品,65.54,三线及以下,2010-09-15
O00001579,U000832,孕期囤货,奶粉,1532.28,二线城市,2010-04-04
O00001580,U005548,1-3岁,辅食,319.73,三线及以下,2010-10-10
O00001581,U002102,0-3月,纸尿裤,246.9,二线城市,2010-01-03
O00001582,U001516,3-6岁,营养品,1061.9,一线城市,2010-02-11
O00001583,U005216,6-12月,纸尿裤,235.61,一线城市,2010-12-16
O00001584,U001161,1-3岁,辅食,451.81,二线城市,2010-07-27
O00001585,U001626,0-3月,奶粉,1206.68,三线及以下,2010-08-27
O00001586,U002454,3-6岁,玩具,172.74,二线城市,2010-10-01
O00001587,U000229,6-12月,奶粉,1300.59,三线及以下,2010-12-12
O00001588,U003892,3-6月,辅食,222.37,三线及以下,2010-01-04
O00001589,U005535,3-6月,玩具,244.51,一线城市,2010-01-02
O00001590,U005794,3-6月,服饰,139.01,二线城市,2010-02-15
O00001591,U005407,1-3岁,奶粉,769.11,三线及以下,2010-03-15
O00001592,U003497,孕期囤货,婴儿车,2303.36,二线城市,2010-05-15
O00001593,U000949,1-3岁,服饰,78.85,三线及以下,2011-05-21
O00001594,U005834,1-3岁,纸尿裤,104.97,二线城市,2011-12-07
O00001595,U001494,0-3月,纸尿裤,784.62,二线城市,2011-04-09
O00001596,U000492,3-6岁,营养品,561.47,三线及以下,2011-08-05
O00001597,U001849,1-3岁,服饰,66.46,三线及以下,2011-12-21
O00001598,U005044,3-6月,奶粉,640.04,一线城市,2011-09-17
O00001599,U001367,孕期囤货,儿童安全床,3381.24,一线城市,2011-08-22
O00001600,U002479,0-3月,纸尿裤,499.77,三线及以下,2011-05-15
O00001601,U005512,1-3岁,服饰,114.08,二线城市,2011-10-16
O00001602,U001067,3-6月,奶粉,454.01,三线及以下,2011-10-11
O00001603,U005756,0-3月,奶粉,966.11,二线城市,2011-12-14
O00001604,U003364,3-6月,纸尿裤,189.37,二线城市,2011-06-07
O00001605,U004385,孕期囤货,儿童安全床,2096.81,二线城市,2011-11-27
O00001606,U003343,0-3月,洗护用品,111.08,二线城市,2011-03-18
O00001607,U002857,1-3岁,玩具,216.14,二线城市,2011-09-18
O00001608,U005581,0-3月,营养品,444.26,三线及以下,2011-03-09
O00001609,U005625,6-12月,玩具,120.44,三线及以下,2011-11-15
O00001610,U000988,3-6岁,玩具,145.18,二线城市,2011-11-15
O00001611,U002479,0-3月,奶粉,589.55,三线及以下,2011-03-12
O00001612,U003796,孕期囤货,待产包,506.19,二线城市,2011-08-18
O00001613,U001579,6-12月,奶粉,721.19,三线及以下,2011-06-22
O00001614,U004559,6-12月,玩具,119.25,三线及以下,2011-05-15
O00001615,U000914,孕期囤货,服饰,203.87,二线城市,2011-06-14
O00001616,U005144,6-12月,纸尿裤,377.79,三线及以下,2011-03-02
O00001617,U003094,孕期囤货,服饰,132.81,二线城市,2011-11-03
O00001618,U002014,孕期囤货,营养品,203.43,一线城市,2011-04-07
O00001619,U004714,0-3月,服饰,107.93,三线及以下,2011-11-13
O00001620,U005796,3-6岁,服饰,99.47,二线城市,2011-10-01
O00001621,U001137,3-6月,服饰,138.74,一线城市,2011-05-06
O00001622,U001534,0-3月,服饰,155.95,一线城市,2011-08-12
O00001623,U001501,孕期囤货,营养品,313.57,二线城市,2011-05-08
O00001624,U005398,3-6月,奶粉,874.84,三线及以下,2011-01-02
O00001625,U002387,3-6月,纸尿裤,353.06,二线城市,2011-06-03
O00001626,U005541,1-3岁,辅食,80.24,三线及以下,2011-10-03
O00001627,U002272,6-12月,奶粉,1644.95,三线及以下,2011-02-09
O00001628,U002711,0-3月,纸尿裤,310.86,二线城市,2011-02-23
O00001629,U005253,0-3月,纸尿裤,165.38,一线城市,2011-10-09
O00001630,U002733,1-3岁,辅食,72.32,三线及以下,2011-02-25
O00001631,U001462,6-12月,奶粉,2022.04,一线城市,2011-11-21
O00001632,U004626,0-3月,洗护用品,97.93,二线城市,2011-05-05
O00001633,U001955,1-3岁,玩具,98.63,三线及以下,2011-06-08
O00001634,U003084,3-6岁,辅食,398.96,二线城市,2011-11-27
O00001635,U005348,3-6岁,玩具,96.11,三线及以下,2011-09-14
O00001636,U005050,3-6月,洗护用品,96.31,三线及以下,2011-10-28
O00001637,U002734,1-3岁,纸尿裤,872.67,一线城市,2011-09-08
O00001638,U005173,1-3岁,奶粉,997.37,三线及以下,2011-10-27
O00001639,U005041,6-12月,纸尿裤,722.31,一线城市,2011-09-21
O00001640,U002275,0-3月,营养品,469.47,三线及以下,2011-05-03
O00001641,U001223,0-3月,纸尿裤,95.2,三线及以下,2011-04-18
O00001642,U001795,孕期囤货,安全座椅,1925.29,一线城市,2011-08-15
O00001643,U003700,3-6月,辅食,376.79,一线城市,2011-11-12
O00001644,U002034,0-3月,服饰,187.9,一线城市,2011-05-16
O00001645,U001371,6-12月,奶粉,170.02,二线城市,2011-04-25
O00001646,U000054,3-6岁,服饰,85.77,三线及以下,2011-02-02
O00001647,U002793,6-12月,奶粉,991.12,三线及以下,2011-09-19
O00001648,U003290,3-6岁,奶粉,606.78,三线及以下,2011-08-17
O00001649,U002655,3-6月,营养品,205.01,二线城市,2011-08-08
O00001650,U002078,3-6月,纸尿裤,441.55,三线及以下,2011-11-12
O00001651,U004839,3-6月,洗护用品,58.53,三线及以下,2011-03-21
O00001652,U003057,3-6岁,营养品,672.35,三线及以下,2011-06-01
O00001653,U001861,3-6岁,服饰,91.59,三线及以下,2011-11-18
O00001654,U005568,0-3月,洗护用品,74.71,二线城市,2011-05-01
O00001655,U000724,3-6月,奶粉,1560.37,二线城市,2011-10-04
O00001656,U004594,孕期囤货,玩具,111.0,三线及以下,2011-05-21
O00001657,U001384,3-6月,奶粉,365.88,三线及以下,2011-12-04
O00001658,U000477,6-12月,奶粉,577.72,三线及以下,2011-07-15
O00001659,U002238,1-3岁,玩具,142.89,二线城市,2011-09-25
O00001660,U005849,孕期囤货,待产包,615.16,三线及以下,2011-05-08
O00001661,U000526,孕期囤货,婴儿车,1772.01,三线及以下,2011-08-03
O00001662,U005364,0-3月,洗护用品,50.57,三线及以下,2011-02-13
O00001663,U005745,孕期囤货,营养品,140.8,三线及以下,2011-12-23
O00001664,U004422,1-3岁,纸尿裤,301.95,二线城市,2011-06-12
O00001665,U000543,3-6岁,洗护用品,70.16,三线及以下,2011-12-13
O00001666,U004139,6-12月,洗护用品,68.08,二线城市,2011-10-08
O00001667,U002500,0-3月,洗护用品,92.32,二线城市,2011-05-13
O00001668,U004582,1-3岁,纸尿裤,370.59,二线城市,2011-12-10
O00001669,U001712,3-6岁,洗护用品,77.02,三线及以下,2011-08-03
O00001670,U005723,6-12月,奶粉,444.24,一线城市,2011-01-04
O00001671,U001391,3-6岁,洗护用品,78.48,三线及以下,2011-09-13
O00001672,U000728,6-12月,纸尿裤,854.12,一线城市,2011-06-12
O00001673,U003297,孕期囤货,安全座椅,3268.52,一线城市,2011-07-07
O00001674,U002580,孕期囤货,营养品,370.9,三线及以下,2011-05-17
O00001675,U004715,3-6月,营养品,150.24,三线及以下,2011-02-02
O00001676,U004410,1-3岁,玩具,155.43,二线城市,2011-04-12
O00001677,U005070,1-3岁,玩具,122.19,三线及以下,2011-06-14
O00001678,U005405,1-3岁,辅食,240.1,三线及以下,2011-09-08
O00001679,U001354,6-12月,奶粉,734.14,三线及以下,2011-08-17
O00001680,U001758,6-12月,纸尿裤,293.17,三线及以下,2011-04-07
O00001681,U000420,3-6岁,营养品,1112.91,一线城市,2011-12-28
O00001682,U005121,0-3月,服饰,80.63,三线及以下,2011-04-17
O00001683,U005592,3-6月,纸尿裤,921.63,一线城市,2011-01-02
O00001684,U004922,3-6岁,营养品,142.36,三线及以下,2011-09-02
O00001685,U000407,3-6月,玩具,252.24,一线城市,2011-05-20
O00001686,U000662,6-12月,服饰,85.79,一线城市,2011-05-25
O00001687,U004388,6-12月,纸尿裤,516.77,二线城市,2011-09-09
O00001688,U003881,0-3月,洗护用品,69.22,二线城市,2011-07-01
O00001689,U002987,0-3月,纸尿裤,427.7,一线城市,2011-01-07
O00001690,U001929,1-3岁,奶粉,679.59,一线城市,2011-12-08
O00001691,U001885,0-3月,纸尿裤,201.29,三线及以下,2011-01-07
O00001692,U002803,3-6岁,服饰,127.59,一线城市,2011-10-10
O00001693,U002412,1-3岁,奶粉,177.59,三线及以下,2011-07-20
O00001694,U000685,0-3月,奶粉,602.48,三线及以下,2011-08-14
O00001695,U002880,3-6月,服饰,91.92,三线及以下,2011-07-27
O00001696,U002814,3-6月,纸尿裤,549.59,二线城市,2011-07-05
O00001697,U000372,3-6月,玩具,107.06,三线及以下,2011-01-02
O00001698,U005861,6-12月,玩具,177.59,一线城市,2011-10-11
O00001699,U002595,1-3岁,纸尿裤,532.28,三线及以下,2011-09-01
O00001700,U003660,6-12月,纸尿裤,564.34,二线城市,2011-06-20
O00001701,U003464,3-6岁,服饰,106.0,三线及以下,2011-12-12
O00001702,U001948,3-6岁,营养品,295.75,一线城市,2011-03-06
O00001703,U003441,1-3岁,辅食,84.47,二线城市,2011-09-04
O00001704,U000043,0-3月,纸尿裤,852.03,一线城市,2011-06-16
O00001705,U001612,孕期囤货,待产包,645.54,二线城市,2011-08-11
O00001706,U005615,6-12月,纸尿裤,462.48,一线城市,2011-04-08
O00001707,U004550,6-12月,辅食,110.78,一线城市,2011-09-15
O00001708,U004901,3-6岁,服饰,118.75,三线及以下,2011-04-10
O00001709,U001177,6-12月,奶粉,209.99,三线及以下,2011-04-28
O00001710,U001191,1-3岁,服饰,193.54,一线城市,2011-01-15
O00001711,U000429,1-3岁,纸尿裤,182.55,三线及以下,2011-05-17
O00001712,U003216,孕期囤货,洗护用品,107.8,三线及以下,2011-11-02
O00001713,U001813,0-3月,纸尿裤,117.23,三线及以下,2011-07-20
O00001714,U001519,3-6岁,服饰,149.65,二线城市,2011-08-15
O00001715,U001772,3-6月,玩具,260.44,一线城市,2011-12-07
O00001716,U003581,1-3岁,服饰,141.7,一线城市,2011-08-02
O00001717,U000765,3-6月,奶粉,1071.28,一线城市,2011-02-13
O00001718,U001040,孕期囤货,儿童安全床,2151.65,三线及以下,2011-08-16
O00001719,U005671,6-12月,玩具,162.15,三线及以下,2011-12-15
O00001720,U001801,1-3岁,奶粉,1858.18,一线城市,2011-09-18
O00001721,U004208,6-12月,奶粉,1589.35,一线城市,2011-07-13
O00001722,U001073,1-3岁,纸尿裤,555.08,三线及以下,2011-07-16
O00001723,U002355,6-12月,辅食,386.84,三线及以下,2011-07-12
O00001724,U005539,1-3岁,玩具,273.12,一线城市,2011-09-11
O00001725,U005820,3-6月,纸尿裤,399.26,三线及以下,2011-05-04
O00001726,U002620,孕期囤货,安全座椅,2627.09,二线城市,2011-07-18
O00001727,U000862,3-6岁,玩具,184.98,二线城市,2011-04-13
O00001728,U003213,孕期囤货,洗护用品,110.28,三线及以下,2011-05-12
O00001729,U005390,6-12月,纸尿裤,93.4,三线及以下,2011-11-03
O00001730,U002313,1-3岁,玩具,173.48,二线城市,2011-01-12
O00001731,U005028,1-3岁,玩具,148.09,二线城市,2011-08-22
O00001732,U005368,3-6月,辅食,180.3,三线及以下,2011-04-27
O00001733,U001741,1-3岁,服饰,142.92,二线城市,2011-01-08
O00001734,U000338,0-3月,纸尿裤,100.47,三线及以下,2011-10-17
O00001735,U001415,孕期囤货,洗护用品,56.87,三线及以下,2011-05-09
O00001736,U003892,3-6月,纸尿裤,708.3,三线及以下,2011-01-23
O00001737,U005601,3-6月,辅食,163.93,三线及以下,2011-12-25
O00001738,U005241,6-12月,玩具,157.21,二线城市,2011-08-20
O00001739,U001639,3-6月,洗护用品,104.41,一线城市,2011-04-03
O00001740,U002426,1-3岁,服饰,166.37,一线城市,2011-03-24
O00001741,U001163,3-6月,奶粉,206.36,三线及以下,2011-06-20
O00001742,U004538,孕期囤货,儿童安全床,2233.42,二线城市,2011-12-03
O00001743,U001986,3-6月,纸尿裤,546.49,一线城市,2011-04-17
O00001744,U002050,0-3月,服饰,92.42,三线及以下,2011-09-16
O00001745,U002939,3-6岁,玩具,140.17,二线城市,2011-06-01
O00001746,U005162,3-6岁,奶粉,446.16,二线城市,2011-07-02
O00001747,U001035,3-6月,服饰,144.56,三线及以下,2011-08-20
O00001748,U004005,6-12月,奶粉,794.98,三线及以下,2011-03-12
O00001749,U001763,3-6岁,安全座椅,2793.09,三线及以下,2011-05-13
O00001750,U005217,1-3岁,纸尿裤,158.11,三线及以下,2011-01-03
O00001751,U000894,3-6月,辅食,182.15,二线城市,2011-01-06
O00001752,U005243,孕期囤货,婴儿车,2198.18,二线城市,2011-11-24
O00001753,U004074,孕期囤货,纸尿裤,853.12,二线城市,2011-03-25
O00001754,U004406,3-6月,纸尿裤,348.57,三线及以下,2011-06-15
O00001755,U002262,孕期囤货,婴儿车,1846.15,三线及以下,2011-02-01
O00001756,U002129,3-6月,纸尿裤,326.56,二线城市,2011-08-13
O00001757,U005511,0-3月,营养品,1116.43,二线城市,2011-06-04
O00001758,U005147,3-6岁,服饰,173.08,一线城市,2011-05-27
O00001759,U000288,孕期囤货,待产包,590.91,三线及以下,2011-03-09
O00001760,U004279,孕期囤货,洗护用品,76.27,三线及以下,2011-08-01
O00001761,U004220,3-6岁,营养品,1054.51,一线城市,2011-05-08
O00001762,U004056,3-6岁,辅食,65.97,二线城市,2011-05-02
O00001763,U003886,孕期囤货,婴儿车,3096.51,二线城市,2011-11-15
O00001764,U004273,孕期囤货,儿童安全床,3400.66,二线城市,2011-08-14
O00001765,U005971,0-3月,纸尿裤,232.24,三线及以下,2011-09-16
O00001766,U004920,孕期囤货,服饰,136.75,二线城市,2011-01-17
O00001767,U001356,1-3岁,辅食,186.17,三线及以下,2011-09-18
O00001768,U005731,0-3月,奶粉,915.56,二线城市,2011-11-27
O00001769,U001243,6-12月,纸尿裤,347.86,二线城市,2011-08-16
O00001770,U005990,3-6月,服饰,95.4,三线及以下,2011-01-07
O00001771,U004811,0-3月,纸尿裤,190.8,一线城市,2011-11-22
O00001772,U004508,1-3岁,玩具,149.29,三线及以下,2011-10-05
O00001773,U000433,6-12月,玩具,98.71,三线及以下,2011-12-16
O00001774,U002678,3-6岁,玩具,164.27,二线城市,2011-07-28
O00001775,U005279,6-12月,玩具,149.06,二线城市,2011-08-02
O00001776,U004297,0-3月,服饰,150.76,二线城市,2011-10-23
O00001777,U002027,3-6岁,服饰,181.1,一线城市,2011-06-18
O00001778,U005426,孕期囤货,玩具,169.12,一线城市,2011-12-01
O00001779,U005196,孕期囤货,待产包,492.58,三线及以下,2011-10-04
O00001780,U005816,孕期囤货,待产包,378.1,三线及以下,2011-01-16
O00001781,U004984,0-3月,玩具,302.41,一线城市,2011-07-25
O00001782,U002295,1-3岁,纸尿裤,286.6,二线城市,2011-11-07
O00001783,U003846,1-3岁,玩具,192.23,二线城市,2011-05-20
O00001784,U004514,3-6月,纸尿裤,346.16,三线及以下,2011-08-27
O00001785,U000396,0-3月,纸尿裤,357.63,二线城市,2011-06-03
O00001786,U001524,孕期囤货,营养品,1025.02,一线城市,2011-08-18
O00001787,U001293,0-3月,奶粉,511.87,二线城市,2011-07-09
O00001788,U005556,6-12月,纸尿裤,869.05,二线城市,2011-12-05
O00001789,U002705,6-12月,奶粉,953.98,二线城市,2011-03-10
O00001790,U000540,1-3岁,辅食,276.19,二线城市,2011-03-07
O00001791,U001172,1-3岁,玩具,109.71,三线及以下,2011-08-25
O00001792,U002288,3-6岁,辅食,385.4,一线城市,2011-01-01
O00001793,U000252,孕期囤货,玩具,146.21,二线城市,2011-11-07
O00001794,U004635,6-12月,奶粉,1112.32,二线城市,2011-12-06
O00001795,U000564,3-6岁,玩具,172.07,一线城市,2011-12-25
O00001796,U005394,孕期囤货,奶粉,665.83,三线及以下,2011-11-17
O00001797,U001066,0-3月,洗护用品,120.28,一线城市,2011-07-14
O00001798,U003714,3-6月,玩具,165.56,三线及以下,2011-04-21
O00001799,U003774,3-6月,服饰,142.99,一线城市,2011-07-02
O00001800,U005081,3-6月,奶粉,1285.45,一线城市,2011-06-17
O00001801,U001959,1-3岁,服饰,130.48,二线城市,2011-08-10
O00001802,U000333,0-3月,奶粉,883.08,一线城市,2011-08-21
O00001803,U005179,孕期囤货,安全座椅,2264.82,三线及以下,2011-04-06
O00001804,U001540,3-6月,玩具,103.68,三线及以下,2011-04-15
O00001805,U000660,3-6岁,洗护用品,116.15,三线及以下,2011-07-03
O00001806,U004631,3-6月,玩具,164.2,二线城市,2011-01-25
O00001807,U005197,孕期囤货,待产包,587.69,三线及以下,2011-04-25
O00001808,U004627,孕期囤货,待产包,446.25,三线及以下,2011-03-02
O00001809,U003574,6-12月,纸尿裤,326.98,三线及以下,2011-05-03
O00001810,U004943,孕期囤货,安全座椅,2156.77,三线及以下,2011-01-27
O00001811,U001876,3-6岁,玩具,257.31,一线城市,2011-03-05
O00001812,U005966,1-3岁,玩具,215.17,二线城市,2011-10-28
O00001813,U005778,0-3月,服饰,135.65,二线城市,2011-12-23
O00001814,U001197,6-12月,奶粉,711.06,一线城市,2011-08-15
O00001815,U005968,1-3岁,奶粉,713.42,三线及以下,2011-10-19
O00001816,U002716,3-6岁,玩具,138.18,二线城市,2011-06-28
O00001817,U002349,0-3月,纸尿裤,805.6,一线城市,2011-10-19
O00001818,U002536,0-3月,纸尿裤,423.7,三线及以下,2011-12-14
O00001819,U002968,1-3岁,玩具,119.16,三线及以下,2011-01-18
O00001820,U004375,0-3月,玩具,76.22,三线及以下,2011-12-26
O00001821,U005982,3-6月,营养品,859.31,三线及以下,2011-04-18
O00001822,U002209,0-3月,纸尿裤,410.47,三线及以下,2011-08-20
O00001823,U000463,6-12月,纸尿裤,454.03,二线城市,2011-08-22
O00001824,U002746,0-3月,洗护用品,144.67,二线城市,2011-03-27
O00001825,U003297,孕期囤货,服饰,149.9,一线城市,2011-04-01
O00001826,U003409,3-6月,奶粉,629.34,三线及以下,2011-02-21
O00001827,U004110,6-12月,纸尿裤,472.74,一线城市,2011-08-10
O00001828,U003260,孕期囤货,奶粉,758.69,三线及以下,2011-04-15
O00001829,U000880,6-12月,纸尿裤,614.36,二线城市,2011-11-15
O00001830,U003493,0-3月,纸尿裤,733.1,二线城市,2011-06-15
O00001831,U005436,1-3岁,辅食,597.12,二线城市,2011-09-04
O00001832,U002054,3-6月,纸尿裤,342.63,一线城市,2011-05-04
O00001833,U005295,3-6月,洗护用品,125.73,一线城市,2011-01-02
O00001834,U004193,1-3岁,洗护用品,65.27,三线及以下,2011-03-09
O00001835,U001189,1-3岁,玩具,175.53,一线城市,2011-01-23
O00001836,U005245,6-12月,纸尿裤,76.56,三线及以下,2011-03-10
O00001837,U005921,6-12月,辅食,65.43,三线及以下,2011-08-28
O00001838,U002566,1-3岁,玩具,148.0,三线及以下,2011-12-14
O00001839,U003106,1-3岁,玩具,157.06,三线及以下,2011-10-21
O00001840,U001790,0-3月,奶粉,975.53,三线及以下,2011-12-09
O00001841,U005288,1-3岁,辅食,98.33,三线及以下,2011-06-01
O00001842,U000821,3-6月,服饰,116.29,三线及以下,2011-07-03
O00001843,U001535,0-3月,营养品,541.0,二线城市,2011-03-07
O00001844,U000646,孕期囤货,营养品,712.76,三线及以下,2011-03-02
O00001845,U003851,0-3月,纸尿裤,1033.49,一线城市,2011-09-11
O00001846,U004758,1-3岁,洗护用品,84.87,二线城市,2011-07-26
O00001847,U000355,6-12月,辅食,239.34,二线城市,2011-12-13
O00001848,U005328,3-6月,服饰,156.58,三线及以下,2011-01-13
O00001849,U002765,6-12月,奶粉,1496.53,三线及以下,2011-04-20
O00001850,U004599,6-12月,奶粉,1478.33,一线城市,2011-03-18
O00001851,U000303,1-3岁,玩具,100.82,三线及以下,2011-02-18
O00001852,U003679,3-6岁,玩具,104.28,三线及以下,2011-06-06
O00001853,U004802,0-3月,纸尿裤,344.02,一线城市,2011-07-04
O00001854,U004457,3-6岁,玩具,277.44,一线城市,2011-06-04
O00001855,U005920,孕期囤货,儿童安全床,2845.42,一线城市,2011-02-16
O00001856,U001034,6-12月,纸尿裤,382.19,三线及以下,2011-05-09
O00001857,U005114,孕期囤货,儿童安全床,2756.1,一线城市,2011-10-02
O00001858,U003948,1-3岁,奶粉,617.57,三线及以下,2011-05-20
O00001859,U004150,孕期囤货,营养品,617.54,三线及以下,2011-11-16
O00001860,U000545,3-6月,纸尿裤,650.42,二线城市,2011-06-07
O00001861,U003790,3-6岁,玩具,193.95,一线城市,2011-08-11
O00001862,U002978,1-3岁,纸尿裤,507.14,二线城市,2011-01-26
O00001863,U004794,3-6岁,玩具,165.06,二线城市,2011-05-22
O00001864,U005643,1-3岁,洗护用品,106.02,一线城市,2011-03-09
O00001865,U004255,孕期囤货,奶粉,558.92,三线及以下,2011-10-05
O00001866,U002754,3-6岁,玩具,127.46,三线及以下,2011-08-23
O00001867,U002356,1-3岁,辅食,402.65,一线城市,2011-03-09
O00001868,U003791,孕期囤货,服饰,100.88,二线城市,2011-07-13
O00001869,U000311,3-6月,玩具,148.56,二线城市,2011-10-28
O00001870,U001960,孕期囤货,待产包,645.37,一线城市,2011-08-27
O00001871,U001778,3-6月,奶粉,341.66,一线城市,2011-04-02
O00001872,U004694,3-6月,纸尿裤,738.33,二线城市,2011-01-21
O00001873,U004716,3-6月,洗护用品,116.38,二线城市,2011-12-02
O00001874,U001430,3-6岁,营养品,625.8,三线及以下,2011-05-03
O00001875,U003645,孕期囤货,洗护用品,51.89,三线及以下,2011-10-08
O00001876,U004253,1-3岁,玩具,217.53,二线城市,2011-03-08
O00001877,U003659,3-6岁,营养品,353.75,一线城市,2011-12-21
O00001878,U001619,0-3月,服饰,194.94,一线城市,2011-03-19
O00001879,U004282,6-12月,纸尿裤,134.75,一线城市,2011-03-08
O00001880,U003628,6-12月,奶粉,499.46,一线城市,2011-02-24
O00001881,U000942,孕期囤货,服饰,100.66,二线城市,2011-09-15
O00001882,U002109,3-6月,奶粉,1609.6,二线城市,2011-05-01
O00001883,U002253,0-3月,待产包,557.77,二线城市,2011-10-26
O00001884,U001080,0-3月,洗护用品,53.71,三线及以下,2011-09-28
O00001885,U001991,0-3月,奶粉,458.08,三线及以下,2011-03-04
O00001886,U003117,6-12月,服饰,191.58,一线城市,2011-11-25
O00001887,U005708,0-3月,奶粉,1691.76,二线城市,2011-09-26
O00001888,U003802,3-6月,奶粉,611.67,一线城市,2011-12-11
O00001889,U000644,孕期囤货,纸尿裤,241.6,三线及以下,2011-10-11
O00001890,U002068,6-12月,奶粉,1868.44,二线城市,2011-06-28
O00001891,U004054,0-3月,纸尿裤,790.9,一线城市,2011-04-18
O00001892,U004891,0-3月,服饰,117.28,二线城市,2011-03-10
O00001893,U003655,0-3月,奶粉,989.57,二线城市,2011-01-04
O00001894,U002925,1-3岁,纸尿裤,511.38,二线城市,2011-07-20
O00001895,U001558,6-12月,辅食,137.35,二线城市,2011-11-07
O00001896,U003617,3-6月,纸尿裤,291.84,一线城市,2011-08-05
O00001897,U004634,3-6岁,奶粉,332.52,三线及以下,2011-07-16
O00001898,U004882,3-6岁,玩具,75.7,三线及以下,2011-07-22
O00001899,U003957,3-6岁,服饰,98.48,三线及以下,2011-03-25
O00001900,U002505,3-6月,洗护用品,103.33,二线城市,2011-08-23
O00001901,U001118,3-6岁,辅食,169.46,二线城市,2011-05-18
O00001902,U004275,0-3月,服饰,75.14,三线及以下,2011-06-08
O00001903,U001241,3-6月,玩具,188.58,二线城市,2011-11-11
O00001904,U001865,3-6岁,玩具,215.03,一线城市,2011-05-28
O00001905,U003605,孕期囤货,待产包,372.5,三线及以下,2011-08-12
O00001906,U004556,6-12月,服饰,70.03,三线及以下,2011-04-23
O00001907,U005119,1-3岁,奶粉,736.01,二线城市,2011-10-24
O00001908,U004163,1-3岁,辅食,63.38,二线城市,2011-03-27
O00001909,U003546,6-12月,辅食,459.82,一线城市,2011-05-01
O00001910,U003989,1-3岁,纸尿裤,486.05,三线及以下,2011-04-28
O00001911,U004960,3-6岁,安全座椅,2947.31,一线城市,2011-06-13
O00001912,U003674,孕期囤货,安全座椅,1379.75,三线及以下,2011-07-05
O00001913,U003290,3-6岁,辅食,70.8,三线及以下,2011-11-25
O00001914,U000644,孕期囤货,待产包,1074.84,三线及以下,2011-03-03
O00001915,U000833,3-6岁,营养品,1167.72,二线城市,2011-09-05
O00001916,U004764,6-12月,辅食,449.12,三线及以下,2011-04-12
O00001917,U003549,1-3岁,辅食,302.79,三线及以下,2011-01-16
O00001918,U000225,0-3月,奶粉,341.69,三线及以下,2011-12-01
O00001919,U005166,3-6岁,营养品,910.05,三线及以下,2011-08-02
O00001920,U002722,孕期囤货,安全座椅,1475.29,三线及以下,2011-09-19
O00001921,U004826,孕期囤货,纸尿裤,417.15,二线城市,2011-11-11
O00001922,U005929,0-3月,奶粉,431.5,三线及以下,2011-09-07
O00001923,U000438,3-6月,玩具,156.37,三线及以下,2011-02-06
O00001924,U005093,1-3岁,奶粉,1336.42,一线城市,2011-06-04
O00001925,U005398,3-6月,玩具,119.11,三线及以下,2011-08-01
O00001926,U003782,0-3月,服饰,144.43,二线城市,2011-06-01
O00001927,U001595,孕期囤货,营养品,1028.47,二线城市,2011-02-04
O00001928,U001566,6-12月,奶粉,321.98,二线城市,2011-06-11
O00001929,U003340,0-3月,奶粉,2109.4,一线城市,2011-03-17
O00001930,U002396,3-6岁,安全座椅,1258.27,三线及以下,2011-05-06
O00001931,U000923,3-6岁,服饰,127.79,二线城市,2011-10-28
O00001932,U001800,3-6岁,安全座椅,1545.2,二线城市,2011-05-12
O00001933,U002881,1-3岁,辅食,87.36,二线城市,2011-01-14
O00001934,U001262,6-12月,纸尿裤,204.56,三线及以下,2011-02-11
O00001935,U003963,6-12月,辅食,200.87,一线城市,2011-02-26
O00001936,U001129,3-6岁,服饰,124.57,二线城市,2011-05-20
O00001937,U002953,0-3月,服饰,172.91,一线城市,2011-02-24
