user_id,age_stage,city_tier,income_level
U001462,6-12月,一线城市,高收入
U001463,1-3岁,一线城市,中低收入
U001464,0-3月,二线城市,高收入
U001465,3-6岁,一线城市,中等收入
U001466,0-3月,三线及以下,中低收入
U001467,孕期囤货,三线及以下,中高收入
U001468,6-12月,二线城市,中高收入
U001469,3-6月,三线及以下,高收入
U001470,1-3岁,一线城市,中等收入
U001471,3-6岁,三线及以下,中等收入
U001472,3-6岁,二线城市,中高收入
U001473,3-6岁,三线及以下,中等收入
U001474,孕期囤货,二线城市,中高收入
U001475,3-6月,三线及以下,中等收入
U001476,3-6岁,二线城市,中低收入
U001477,1-3岁,一线城市,中等收入
U001478,孕期囤货,一线城市,中等收入
U001479,6-12月,二线城市,中高收入
U001480,1-3岁,二线城市,中等收入
U001481,1-3岁,三线及以下,高收入
U001482,3-6月,三线及以下,高收入
U001483,1-3岁,三线及以下,中等收入
U001484,3-6岁,二线城市,中高收入
U001485,孕期囤货,一线城市,中高收入
U001486,1-3岁,一线城市,中等收入
U001487,1-3岁,二线城市,中等收入
U001488,6-12月,三线及以下,中等收入
U001489,孕期囤货,二线城市,中等收入
U001490,0-3月,三线及以下,中低收入
U001491,0-3月,三线及以下,中等收入
U001492,6-12月,一线城市,高收入
U001493,6-12月,二线城市,高收入
U001494,0-3月,二线城市,中低收入
U001495,孕期囤货,二线城市,中高收入
U001496,0-3月,一线城市,中等收入
U001497,1-3岁,二线城市,中等收入
U001498,6-12月,三线及以下,中等收入
U001499,3-6月,一线城市,中低收入
U001500,0-3月,二线城市,中高收入
U001501,孕期囤货,二线城市,中低收入
U001502,6-12月,三线及以下,高收入
U001503,1-3岁,一线城市,高收入
U001504,0-3月,三线及以下,中高收入
U001505,6-12月,三线及以下,高收入
U001506,3-6岁,三线及以下,中低收入
U001507,3-6岁,二线城市,中等收入
U001508,6-12月,三线及以下,高收入
U001509,3-6月,一线城市,中高收入
U001510,6-12月,三线及以下,中低收入
U001511,1-3岁,一线城市,中等收入
U001512,3-6月,一线城市,中等收入
U001513,3-6岁,三线及以下,中高收入
U001514,1-3岁,二线城市,中等收入
U001515,孕期囤货,三线及以下,中高收入
U001516,3-6岁,一线城市,中高收入
U001517,3-6月,三线及以下,中高收入
U001518,3-6月,二线城市,高收入
U001519,3-6岁,二线城市,中高收入
U001520,3-6岁,二线城市,中低收入
U001521,孕期囤货,三线及以下,中等收入
U001522,6-12月,三线及以下,中高收入
U001523,孕期囤货,三线及以下,中高收入
U001524,孕期囤货,一线城市,中等收入
U001525,3-6岁,二线城市,中等收入
U001526,1-3岁,三线及以下,中高收入
U001527,3-6月,二线城市,中低收入
U001528,3-6岁,三线及以下,中高收入
U001529,孕期囤货,三线及以下,中高收入
U001530,1-3岁,二线城市,中等收入
U001531,3-6月,二线城市,中等收入
U001532,6-12月,三线及以下,高收入
U001533,孕期囤货,三线及以下,中高收入
U001534,0-3月,一线城市,中等收入
U001535,0-3月,二线城市,中低收入
U001536,孕期囤货,二线城市,高收入
U001537,6-12月,一线城市,中等收入
U001538,1-3岁,二线城市,中低收入
U001539,3-6岁,三线及以下,中高收入
U001540,3-6月,三线及以下,中高收入
U001541,孕期囤货,三线及以下,中等收入
U001542,0-3月,二线城市,中高收入
U001543,0-3月,三线及以下,中等收入
U001544,1-3岁,三线及以下,高收入
U001545,3-6月,三线及以下,中高收入
U001546,3-6岁,三线及以下,中等收入
U001547,0-3月,一线城市,高收入
U001548,0-3月,三线及以下,中高收入
U001549,0-3月,三线及以下,中等收入
U001550,3-6岁,三线及以下,中等收入
U001551,6-12月,一线城市,中高收入
U001552,6-12月,二线城市,高收入
U001553,6-12月,三线及以下,高收入
U001554,0-3月,二线城市,中等收入
U001555,6-12月,二线城市,高收入
U001556,6-12月,三线及以下,高收入
U001557,孕期囤货,三线及以下,中等收入
U001558,6-12月,二线城市,中等收入
U001559,1-3岁,二线城市,中等收入
U001560,6-12月,一线城市,中高收入
U001561,6-12月,三线及以下,中高收入
U001562,3-6月,一线城市,中等收入
U001563,孕期囤货,三线及以下,中高收入
U001564,3-6月,一线城市,中低收入
U001565,3-6月,三线及以下,中高收入
U001566,6-12月,二线城市,中高收入
U001567,3-6岁,二线城市,中等收入
U001568,孕期囤货,二线城市,高收入
U001569,6-12月,三线及以下,中低收入
U001570,0-3月,三线及以下,高收入
U001571,3-6月,一线城市,中低收入
U001572,孕期囤货,二线城市,中等收入
U001573,3-6岁,一线城市,中高收入
U001574,0-3月,一线城市,中高收入
U001575,3-6月,三线及以下,中高收入
U001576,6-12月,三线及以下,中高收入
U001577,孕期囤货,二线城市,高收入
U001578,3-6岁,一线城市,中高收入
U001579,6-12月,三线及以下,中高收入
U001580,3-6月,二线城市,中高收入
U001581,1-3岁,二线城市,中等收入
U001582,3-6岁,三线及以下,高收入
U001583,0-3月,二线城市,中等收入
U001584,3-6岁,二线城市,高收入
U001585,3-6月,二线城市,中高收入
U001586,0-3月,一线城市,中等收入
U001587,3-6月,三线及以下,中等收入
U001588,0-3月,二线城市,中高收入
U001589,孕期囤货,二线城市,高收入
U001590,0-3月,二线城市,高收入
U001591,孕期囤货,三线及以下,中等收入
U001592,1-3岁,二线城市,中等收入
U001593,0-3月,二线城市,中低收入
U001594,孕期囤货,三线及以下,中高收入
U001595,孕期囤货,二线城市,中高收入
U001596,3-6月,三线及以下,高收入
U001597,孕期囤货,三线及以下,中低收入
U001598,3-6月,二线城市,中低收入
U001599,3-6月,二线城市,高收入
U001600,3-6月,二线城市,高收入
U001601,1-3岁,三线及以下,中等收入
U001602,3-6月,二线城市,中等收入
U001603,0-3月,三线及以下,中低收入
U001604,3-6岁,二线城市,高收入
U001605,0-3月,三线及以下,中等收入
U001606,6-12月,二线城市,高收入
U001607,1-3岁,一线城市,高收入
U001608,3-6月,三线及以下,中低收入
U001609,6-12月,一线城市,高收入
U001610,0-3月,二线城市,高收入
U001611,1-3岁,二线城市,中高收入
U001612,孕期囤货,二线城市,中等收入
U001613,3-6岁,二线城市,中等收入
U001614,0-3月,二线城市,中低收入
U001615,3-6岁,一线城市,高收入
U001616,3-6岁,二线城市,高收入
U001617,6-12月,一线城市,中等收入
U001618,0-3月,三线及以下,中低收入
U001619,0-3月,一线城市,中高收入
U001620,1-3岁,一线城市,高收入
U001621,0-3月,三线及以下,中等收入
U001622,0-3月,三线及以下,中等收入
U001623,6-12月,三线及以下,中低收入
U001624,孕期囤货,二线城市,高收入
U001625,1-3岁,二线城市,中等收入
U001626,0-3月,三线及以下,中低收入
U001627,孕期囤货,三线及以下,中低收入
U001628,孕期囤货,三线及以下,中等收入
U001629,1-3岁,二线城市,中等收入
U001630,1-3岁,二线城市,中高收入
U001631,1-3岁,三线及以下,中高收入
U001632,0-3月,三线及以下,高收入
U001633,6-12月,一线城市,中低收入
U001634,3-6月,一线城市,中高收入
U001635,3-6月,三线及以下,中等收入
U001636,1-3岁,三线及以下,中低收入
U001637,1-3岁,三线及以下,高收入
U001638,0-3月,一线城市,中等收入
U001639,3-6月,一线城市,中等收入
U001640,3-6月,一线城市,中等收入
U001641,0-3月,一线城市,中等收入
U001642,1-3岁,三线及以下,中等收入
U001643,孕期囤货,三线及以下,中高收入
U001644,孕期囤货,一线城市,中高收入
U001645,3-6岁,三线及以下,高收入
U001646,孕期囤货,二线城市,中高收入
U001647,1-3岁,二线城市,高收入
U001648,0-3月,二线城市,中低收入
U001649,1-3岁,一线城市,中等收入
U001650,3-6月,二线城市,高收入
U001651,孕期囤货,二线城市,中等收入
U001652,孕期囤货,三线及以下,中高收入
U001653,3-6岁,三线及以下,中高收入
U001654,3-6岁,一线城市,中等收入
U001655,3-6岁,二线城市,中低收入
U001656,3-6月,一线城市,中高收入
U001657,6-12月,一线城市,中低收入
U001658,0-3月,二线城市,中高收入
U001659,0-3月,三线及以下,高收入
U001660,0-3月,一线城市,中高收入
U001661,6-12月,二线城市,中等收入
U001662,0-3月,一线城市,中低收入
U001663,6-12月,二线城市,高收入
U001664,孕期囤货,三线及以下,中高收入
U001665,孕期囤货,三线及以下,中低收入
U001666,6-12月,三线及以下,中低收入
U001667,3-6岁,二线城市,高收入
U001668,3-6月,二线城市,中高收入
U001669,0-3月,三线及以下,高收入
U001670,孕期囤货,二线城市,高收入
U001671,1-3岁,三线及以下,中高收入
U001672,3-6月,二线城市,中等收入
U001673,6-12月,二线城市,中低收入
U001674,0-3月,一线城市,中高收入
U001675,6-12月,二线城市,高收入
U001676,1-3岁,一线城市,中高收入
U001677,1-3岁,三线及以下,中等收入
U001678,1-3岁,二线城市,中高收入
U001679,0-3月,二线城市,中等收入
U001680,1-3岁,二线城市,高收入
U001681,0-3月,二线城市,中高收入
U001682,6-12月,二线城市,中高收入
U001683,1-3岁,二线城市,高收入
U001684,孕期囤货,二线城市,高收入
U001685,孕期囤货,一线城市,中高收入
U001686,6-12月,二线城市,中等收入
U001687,6-12月,一线城市,中等收入
U001688,6-12月,一线城市,中等收入
U001689,1-3岁,一线城市,中等收入
U001690,0-3月,二线城市,中高收入
U001691,0-3月,二线城市,中高收入
U001692,6-12月,三线及以下,中等收入
U001693,3-6岁,二线城市,中等收入
U001694,0-3月,二线城市,中低收入
U001695,1-3岁,二线城市,中高收入
U001696,1-3岁,一线城市,中等收入
U001697,0-3月,三线及以下,中高收入
U001698,6-12月,三线及以下,中等收入
U001699,1-3岁,三线及以下,中低收入
U001700,3-6月,二线城市,中高收入
U001701,3-6岁,一线城市,中等收入
U001702,6-12月,二线城市,高收入
U001703,3-6岁,三线及以下,中等收入
U001704,6-12月,二线城市,中高收入
U001705,3-6岁,三线及以下,高收入
U001706,0-3月,三线及以下,中等收入
U001707,3-6岁,三线及以下,高收入
U001708,3-6岁,三线及以下,中等收入
U001709,3-6月,一线城市,中等收入
U001710,3-6月,一线城市,中高收入
U001711,0-3月,三线及以下,中高收入
U001712,3-6岁,三线及以下,中高收入
U001713,0-3月,一线城市,中高收入
U001714,6-12月,二线城市,中高收入
U001715,6-12月,三线及以下,中高收入
U001716,3-6岁,三线及以下,中低收入
U001717,6-12月,二线城市,中高收入
U001718,0-3月,一线城市,高收入
U001719,3-6月,三线及以下,高收入
U001720,孕期囤货,三线及以下,中高收入
U001721,孕期囤货,一线城市,中等收入
U001722,孕期囤货,二线城市,中等收入
U001723,1-3岁,三线及以下,中等收入
U001724,6-12月,三线及以下,高收入
U001725,3-6岁,三线及以下,中高收入
U001726,孕期囤货,三线及以下,中等收入
U001727,3-6岁,二线城市,中高收入
U001728,孕期囤货,二线城市,中高收入
U001729,0-3月,二线城市,中高收入
U001730,孕期囤货,一线城市,中等收入
U001731,6-12月,三线及以下,高收入
U001732,3-6月,三线及以下,高收入
U001733,孕期囤货,二线城市,中低收入
U001734,6-12月,二线城市,中高收入
U001735,孕期囤货,二线城市,中等收入
U001736,3-6岁,三线及以下,中高收入
U001737,3-6岁,二线城市,高收入
U001738,孕期囤货,二线城市,中低收入
U001739,3-6月,一线城市,中高收入
U001740,1-3岁,一线城市,中等收入
U001741,1-3岁,二线城市,中高收入
U001742,0-3月,二线城市,中高收入
U001743,0-3月,三线及以下,高收入
U001744,0-3月,一线城市,高收入
U001745,3-6月,一线城市,高收入
U001746,1-3岁,二线城市,中高收入
U001747,3-6月,一线城市,中等收入
U001748,0-3月,三线及以下,中低收入
U001749,0-3月,三线及以下,高收入
U001750,6-12月,三线及以下,中高收入
U001751,1-3岁,三线及以下,中等收入
U001752,3-6月,一线城市,中高收入
U001753,孕期囤货,二线城市,高收入
U001754,1-3岁,二线城市,中等收入
U001755,孕期囤货,二线城市,中等收入
U001756,1-3岁,三线及以下,中高收入
U001757,3-6岁,二线城市,中低收入
U001758,6-12月,三线及以下,中低收入
U001759,3-6岁,一线城市,中低收入
U001760,1-3岁,三线及以下,高收入
U001761,3-6岁,三线及以下,中等收入
U001762,孕期囤货,三线及以下,中高收入
U001763,3-6岁,三线及以下,高收入
U001764,3-6岁,二线城市,高收入
U001765,3-6岁,二线城市,高收入
U001766,6-12月,二线城市,中低收入
U001767,3-6月,二线城市,中高收入
U001768,3-6岁,二线城市,中等收入
U001769,0-3月,三线及以下,中高收入
U001770,1-3岁,二线城市,中高收入
U001771,3-6岁,二线城市,中等收入
U001772,3-6月,一线城市,中高收入
U001773,3-6岁,一线城市,中等收入
U001774,0-3月,一线城市,高收入
U001775,6-12月,一线城市,中高收入
U001776,0-3月,二线城市,中高收入
U001777,3-6月,三线及以下,中等收入
U001778,3-6月,一线城市,中低收入
U001779,3-6月,二线城市,中高收入
U001780,0-3月,三线及以下,中高收入
U001781,孕期囤货,二线城市,中等收入
U001782,1-3岁,三线及以下,中等收入
U001783,3-6月,二线城市,中等收入
U001784,3-6月,三线及以下,中高收入
U001785,孕期囤货,三线及以下,中高收入
U001786,3-6岁,三线及以下,中等收入
U001787,0-3月,二线城市,中等收入
U001788,3-6岁,二线城市,中等收入
U001789,孕期囤货,一线城市,中低收入
U001790,0-3月,三线及以下,中等收入
U001791,6-12月,一线城市,中等收入
U001792,3-6月,三线及以下,中高收入
U001793,3-6月,三线及以下,高收入
U001794,1-3岁,二线城市,中高收入
U001795,孕期囤货,一线城市,中低收入
U001796,孕期囤货,一线城市,中高收入
U001797,孕期囤货,三线及以下,中高收入
U001798,1-3岁,二线城市,中等收入
U001799,3-6岁,三线及以下,中高收入
U001800,3-6岁,二线城市,高收入
U001801,1-3岁,一线城市,高收入
U001802,1-3岁,三线及以下,高收入
U001803,0-3月,二线城市,中低收入
U001804,3-6月,三线及以下,中等收入
U001805,1-3岁,二线城市,中高收入
U001806,1-3岁,三线及以下,中等收入
U001807,3-6月,一线城市,高收入
U001808,孕期囤货,二线城市,中高收入
U001809,孕期囤货,二线城市,中高收入
U001810,0-3月,一线城市,中高收入
U001811,0-3月,三线及以下,中高收入
U001812,3-6月,三线及以下,高收入
U001813,0-3月,三线及以下,中等收入
U001814,3-6月,二线城市,中高收入
U001815,3-6月,一线城市,高收入
U001816,3-6岁,二线城市,中等收入
U001817,1-3岁,一线城市,中等收入
U001818,0-3月,三线及以下,中等收入
U001819,1-3岁,三线及以下,中低收入
U001820,0-3月,三线及以下,中高收入
U001821,1-3岁,二线城市,中高收入
U001822,6-12月,三线及以下,中低收入
U001823,3-6月,三线及以下,中等收入
U001824,孕期囤货,三线及以下,中等收入
U001825,1-3岁,三线及以下,高收入
U001826,1-3岁,二线城市,中等收入
U001827,3-6岁,二线城市,中等收入
U001828,6-12月,一线城市,中低收入
U001829,1-3岁,一线城市,中高收入
U001830,0-3月,一线城市,中等收入
U001831,3-6岁,三线及以下,中高收入
U001832,6-12月,三线及以下,中等收入
U001833,1-3岁,三线及以下,中等收入
U001834,3-6月,三线及以下,中低收入
U001835,6-12月,二线城市,中高收入
U001836,0-3月,三线及以下,中等收入
U001837,孕期囤货,三线及以下,中高收入
U001838,孕期囤货,二线城市,高收入
U001839,0-3月,三线及以下,中低收入
U001840,3-6岁,二线城市,高收入
U001841,3-6月,二线城市,中高收入
U001842,6-12月,三线及以下,高收入
U001843,3-6月,三线及以下,中低收入
U001844,1-3岁,三线及以下,中高收入
U001845,3-6岁,三线及以下,中低收入
U001846,6-12月,一线城市,中等收入
U001847,1-3岁,三线及以下,中高收入
U001848,孕期囤货,三线及以下,中高收入
U001849,1-3岁,三线及以下,中高收入
U001850,孕期囤货,二线城市,中高收入
U001851,3-6月,三线及以下,中低收入
U001852,3-6月,二线城市,中高收入
U001853,0-3月,三线及以下,中等收入
U001854,3-6月,一线城市,中高收入
U001855,3-6岁,三线及以下,中高收入
U001856,孕期囤货,二线城市,中高收入
U001857,6-12月,二线城市,中高收入
U001858,3-6岁,二线城市,中等收入
U001859,1-3岁,三线及以下,中等收入
U001860,3-6岁,三线及以下,中高收入
U001861,3-6岁,三线及以下,中等收入
U001862,6-12月,三线及以下,高收入
U001863,孕期囤货,一线城市,中等收入
U001864,3-6月,二线城市,中高收入
U001865,3-6岁,一线城市,高收入
U001866,3-6月,二线城市,中等收入
U001867,孕期囤货,三线及以下,中低收入
U001868,0-3月,二线城市,高收入
U001869,1-3岁,二线城市,中等收入
U001870,3-6岁,一线城市,中低收入
U001871,6-12月,三线及以下,中高收入
U001872,3-6岁,二线城市,中等收入
U001873,0-3月,一线城市,中等收入
U001874,3-6岁,二线城市,高收入
U001875,孕期囤货,一线城市,中等收入
U001876,3-6岁,一线城市,高收入
U001877,3-6月,二线城市,中等收入
U001878,0-3月,二线城市,中等收入
U001879,0-3月,二线城市,中高收入
U001880,6-12月,一线城市,中高收入
U001881,1-3岁,三线及以下,中等收入
U001882,孕期囤货,三线及以下,中高收入
U001883,6-12月,二线城市,中高收入
U001884,3-6岁,一线城市,中高收入
U001885,0-3月,三线及以下,中等收入
U001886,3-6月,三线及以下,中高收入
U001887,0-3月,一线城市,中低收入
U001888,0-3月,三线及以下,高收入
U001889,孕期囤货,三线及以下,中高收入
U001890,0-3月,二线城市,中高收入
U001891,1-3岁,三线及以下,中高收入
U001892,0-3月,二线城市,中高收入
U001893,1-3岁,三线及以下,中等收入
U001894,孕期囤货,二线城市,中低收入
U001895,3-6岁,一线城市,中低收入
U001896,6-12月,三线及以下,中高收入
U001897,1-3岁,三线及以下,高收入
U001898,1-3岁,二线城市,中高收入
U001899,1-3岁,二线城市,中高收入
U001900,1-3岁,二线城市,高收入
U001901,6-12月,三线及以下,中等收入
U001902,0-3月,一线城市,高收入
U001903,0-3月,一线城市,高收入
U001904,0-3月,二线城市,高收入
U001905,孕期囤货,一线城市,中低收入
U001906,6-12月,二线城市,中高收入
U001907,3-6月,二线城市,高收入
U001908,3-6岁,一线城市,高收入
U001909,3-6岁,三线及以下,中高收入
U001910,孕期囤货,三线及以下,中等收入
U001911,3-6岁,一线城市,中低收入
U001912,孕期囤货,一线城市,高收入
U001913,3-6岁,三线及以下,中高收入
U001914,6-12月,二线城市,中等收入
U001915,3-6月,二线城市,中等收入
U001916,3-6月,一线城市,高收入
U001917,6-12月,一线城市,中等收入
U001918,孕期囤货,三线及以下,中高收入
U001919,1-3岁,三线及以下,中低收入
U001920,1-3岁,二线城市,中等收入
U001921,1-3岁,二线城市,中高收入
U001922,3-6月,三线及以下,中等收入
U001923,6-12月,三线及以下,高收入
U001924,0-3月,一线城市,中等收入
U001925,3-6岁,一线城市,中低收入
U001926,3-6月,二线城市,中等收入
U001927,3-6岁,一线城市,中高收入
U001928,3-6岁,三线及以下,中低收入
U001929,1-3岁,一线城市,中低收入
U001930,3-6月,二线城市,中等收入
U001931,孕期囤货,二线城市,中低收入
U001932,6-12月,一线城市,中等收入
U001933,1-3岁,二线城市,中高收入
U001934,孕期囤货,一线城市,中低收入
U001935,0-3月,二线城市,中等收入
U001936,0-3月,三线及以下,中高收入
U001937,孕期囤货,一线城市,中等收入
U001938,6-12月,一线城市,中低收入
U001939,6-12月,二线城市,中低收入
U001940,孕期囤货,三线及以下,中等收入
U001941,1-3岁,三线及以下,中高收入
U001942,3-6岁,一线城市,中低收入
U001943,0-3月,三线及以下,高收入
U001944,6-12月,三线及以下,中低收入
U001945,3-6月,三线及以下,中低收入
U001946,1-3岁,三线及以下,中低收入
U001947,0-3月,三线及以下,中等收入
U001948,3-6岁,一线城市,中低收入
U001949,0-3月,三线及以下,高收入
U001950,3-6岁,二线城市,中等收入
U001951,6-12月,三线及以下,中等收入
U001952,3-6岁,三线及以下,中低收入
U001953,3-6岁,一线城市,中等收入
U001954,3-6岁,二线城市,中等收入
U001955,1-3岁,三线及以下,中高收入
U001956,6-12月,三线及以下,中等收入
U001957,0-3月,一线城市,中等收入
U001958,3-6岁,三线及以下,中等收入
U001959,1-3岁,二线城市,中等收入
U001960,孕期囤货,一线城市,中等收入
U001961,3-6月,一线城市,中等收入
U001962,孕期囤货,一线城市,中高收入
U001963,孕期囤货,二线城市,中等收入
U001964,6-12月,三线及以下,中等收入
U001965,3-6岁,三线及以下,中高收入
U001966,0-3月,三线及以下,中低收入
U001967,孕期囤货,三线及以下,中等收入
U001968,孕期囤货,一线城市,中等收入
U001969,3-6岁,二线城市,中低收入
U001970,1-3岁,三线及以下,中等收入
U001971,3-6岁,二线城市,中高收入
U001972,孕期囤货,三线及以下,中等收入
U001973,6-12月,二线城市,中等收入
U001974,0-3月,一线城市,中高收入
U001975,3-6月,三线及以下,高收入
U001976,3-6月,三线及以下,中高收入
U001977,3-6岁,二线城市,中高收入
U001978,3-6岁,二线城市,高收入
U001979,孕期囤货,三线及以下,中等收入
U001980,1-3岁,二线城市,中高收入
U001981,孕期囤货,三线及以下,中高收入
U001982,3-6岁,一线城市,中低收入
U001983,1-3岁,一线城市,中高收入
U001984,0-3月,一线城市,中等收入
U001985,6-12月,二线城市,中低收入
U001986,3-6月,一线城市,中高收入
U001987,1-3岁,三线及以下,中等收入
U001988,1-3岁,二线城市,中低收入
U001989,3-6岁,三线及以下,中等收入
U001990,3-6岁,三线及以下,高收入
U001991,0-3月,三线及以下,中低收入
U001992,3-6月,二线城市,中低收入
U001993,0-3月,三线及以下,中低收入
U001994,3-6岁,二线城市,中高收入
U001995,0-3月,三线及以下,中高收入
U001996,3-6岁,一线城市,中等收入
U001997,6-12月,三线及以下,中等收入
U001998,6-12月,一线城市,中等收入
U001999,孕期囤货,二线城市,中等收入
U002000,3-6月,二线城市,中低收入
U002001,3-6岁,三线及以下,中等收入
U002002,孕期囤货,三线及以下,高收入
U002003,孕期囤货,一线城市,中高收入
U002004,3-6岁,一线城市,中低收入
U002005,孕期囤货,三线及以下,中高收入
U002006,3-6岁,二线城市,高收入
U002007,孕期囤货,三线及以下,中等收入
U002008,6-12月,二线城市,中高收入
U002009,3-6月,一线城市,高收入
U002010,孕期囤货,二线城市,中高收入
U002011,3-6月,二线城市,中高收入
U002012,0-3月,二线城市,中低收入
U002013,3-6岁,二线城市,中高收入
U002014,孕期囤货,一线城市,中低收入
U002015,6-12月,一线城市,中低收入
U002016,3-6月,三线及以下,中等收入
U002017,3-6月,三线及以下,中等收入
U002018,3-6月,二线城市,中等收入
U002019,3-6岁,三线及以下,高收入
U002020,0-3月,一线城市,中高收入
U002021,1-3岁,三线及以下,中低收入
U002022,6-12月,一线城市,中高收入
U002023,3-6月,三线及以下,中高收入
U002024,1-3岁,二线城市,中等收入
U002025,6-12月,三线及以下,中低收入
U002026,0-3月,二线城市,中低收入
U002027,3-6岁,一线城市,高收入
U002028,3-6岁,一线城市,中高收入
U002029,1-3岁,二线城市,中高收入
U002030,3-6月,二线城市,中高收入
U002031,1-3岁,二线城市,中等收入
U002032,孕期囤货,三线及以下,中低收入
U002033,1-3岁,二线城市,高收入
U002034,0-3月,一线城市,高收入
U002035,1-3岁,三线及以下,中等收入
U002036,3-6月,二线城市,高收入
U002037,3-6岁,二线城市,中高收入
U002038,3-6岁,二线城市,中高收入
U002039,孕期囤货,三线及以下,高收入
U002040,0-3月,二线城市,高收入
U002041,6-12月,二线城市,中高收入
U002042,3-6岁,二线城市,中等收入
U002043,孕期囤货,一线城市,中高收入
U002044,孕期囤货,二线城市,中等收入
U002045,3-6月,三线及以下,中高收入
U002046,6-12月,三线及以下,中低收入
U002047,孕期囤货,二线城市,中低收入
U002048,3-6月,三线及以下,中等收入
U002049,6-12月,二线城市,中高收入
U002050,0-3月,三线及以下,高收入
U002051,6-12月,二线城市,中高收入
U002052,3-6月,三线及以下,中等收入
U002053,3-6月,二线城市,中等收入
U002054,3-6月,一线城市,高收入
U002055,1-3岁,三线及以下,中低收入
U002056,3-6月,二线城市,高收入
U002057,孕期囤货,一线城市,高收入
U002058,3-6月,三线及以下,中等收入
U002059,3-6岁,二线城市,中等收入
U002060,孕期囤货,一线城市,中等收入
U002061,1-3岁,一线城市,中等收入
U002062,3-6岁,三线及以下,中低收入
U002063,孕期囤货,三线及以下,中低收入
U002064,6-12月,三线及以下,中等收入
U002065,3-6月,三线及以下,中低收入
U002066,1-3岁,三线及以下,中等收入
U002067,孕期囤货,二线城市,高收入
U002068,6-12月,二线城市,中低收入
U002069,0-3月,二线城市,高收入
U002070,孕期囤货,二线城市,中等收入
U002071,3-6岁,二线城市,中高收入
U002072,6-12月,三线及以下,中等收入
U002073,3-6月,二线城市,中高收入
U002074,1-3岁,二线城市,中高收入
U002075,3-6月,二线城市,中高收入
U002076,孕期囤货,三线及以下,中高收入
U002077,孕期囤货,二线城市,中等收入
U002078,3-6月,三线及以下,中高收入
U002079,3-6月,三线及以下,中高收入
U002080,3-6岁,二线城市,中高收入
U002081,0-3月,三线及以下,高收入
U002082,孕期囤货,一线城市,中等收入
U002083,孕期囤货,二线城市,中低收入
U002084,6-12月,三线及以下,中等收入
U002085,孕期囤货,二线城市,中低收入
U002086,孕期囤货,一线城市,高收入
U002087,3-6月,三线及以下,中低收入
U002088,3-6月,三线及以下,中等收入
U002089,3-6岁,二线城市,中等收入
U002090,1-3岁,一线城市,中高收入
U002091,0-3月,二线城市,中高收入
U002092,3-6岁,三线及以下,中高收入
U002093,0-3月,二线城市,中等收入
U002094,孕期囤货,三线及以下,中高收入
U002095,3-6岁,三线及以下,中等收入
U002096,3-6岁,二线城市,中高收入
U002097,孕期囤货,二线城市,中等收入
U002098,6-12月,三线及以下,中高收入
U002099,3-6月,一线城市,中等收入
U002100,3-6月,二线城市,中高收入
U002101,1-3岁,一线城市,中等收入
U002102,0-3月,二线城市,中等收入
U002103,3-6月,二线城市,中高收入
U002104,3-6岁,二线城市,中低收入
U002105,6-12月,三线及以下,中等收入
U002106,1-3岁,二线城市,中低收入
U002107,1-3岁,三线及以下,中高收入
U002108,3-6岁,三线及以下,中低收入
U002109,3-6月,二线城市,中等收入
U002110,6-12月,二线城市,高收入
U002111,1-3岁,二线城市,中等收入
U002112,3-6月,二线城市,高收入
U002113,3-6岁,二线城市,中高收入
U002114,0-3月,二线城市,中等收入
U002115,6-12月,二线城市,中低收入
U002116,3-6月,三线及以下,中等收入
U002117,1-3岁,一线城市,中高收入
U002118,6-12月,二线城市,高收入
U002119,孕期囤货,二线城市,高收入
U002120,1-3岁,三线及以下,中高收入
U002121,孕期囤货,一线城市,中高收入
U002122,孕期囤货,三线及以下,中等收入
U002123,6-12月,一线城市,中低收入
U002124,3-6月,三线及以下,中等收入
U002125,1-3岁,一线城市,中低收入
U002126,0-3月,一线城市,中等收入
U002127,0-3月,一线城市,中低收入
U002128,6-12月,一线城市,中低收入
U002129,3-6月,二线城市,中高收入
U002130,6-12月,二线城市,中等收入
U002131,6-12月,二线城市,中高收入
U002132,1-3岁,一线城市,高收入
U002133,0-3月,一线城市,高收入
U002134,3-6岁,三线及以下,中等收入
U002135,3-6月,一线城市,中等收入
U002136,3-6月,二线城市,中低收入
U002137,6-12月,二线城市,中等收入
U002138,3-6月,三线及以下,中低收入
U002139,6-12月,三线及以下,中等收入
U002140,3-6岁,三线及以下,中高收入
U002141,1-3岁,三线及以下,中等收入
U002142,0-3月,一线城市,中等收入
U002143,6-12月,二线城市,中等收入
U002144,0-3月,三线及以下,中等收入
U002145,3-6岁,三线及以下,中高收入
U002146,1-3岁,三线及以下,中等收入
U002147,孕期囤货,三线及以下,中高收入
U002148,3-6岁,三线及以下,中高收入
U002149,0-3月,二线城市,中等收入
U002150,6-12月,一线城市,中等收入
U002151,1-3岁,二线城市,中高收入
U002152,1-3岁,二线城市,中等收入
U002153,孕期囤货,三线及以下,中低收入
U002154,3-6月,三线及以下,中低收入
U002155,3-6岁,三线及以下,中等收入
U002156,3-6月,二线城市,中高收入
U002157,6-12月,二线城市,中等收入
U002158,孕期囤货,二线城市,中等收入
U002159,孕期囤货,三线及以下,中高收入
U002160,3-6岁,一线城市,中等收入
U002161,1-3岁,三线及以下,中低收入
U002162,0-3月,三线及以下,中等收入
U002163,3-6月,三线及以下,中低收入
U002164,3-6月,二线城市,中高收入
