loyalty_id,user_id,category,brand,stay_months,switched,switch_to_date
L0001048,U004900,纸尿裤,大王,12,1,2023-06-15
L0001049,U003635,纸尿裤,花王,9,1,2023-06-15
L0001050,U003551,纸尿裤,露安适,2,0,
L0001051,U002826,纸尿裤,大王,9,1,2019-02-15
L0001052,U003696,纸尿裤,帮宝适,6,1,2021-02-15
L0001053,U001213,纸尿裤,花王,5,1,2022-12-15
L0001054,U003677,纸尿裤,露安适,11,0,
L0001055,U003414,纸尿裤,花王,12,1,2021-05-15
L0001056,U004132,纸尿裤,大王,2,1,2018-06-15
L0001057,U000140,纸尿裤,大王,5,0,
L0001058,U000976,纸尿裤,帮宝适,7,0,
L0001059,U002366,纸尿裤,好奇,8,1,2020-04-15
L0001060,U004532,纸尿裤,帮宝适,9,1,2018-10-15
L0001061,U002951,纸尿裤,好奇,4,1,2020-06-15
L0001062,U001497,纸尿裤,花王,8,1,2021-11-15
L0001063,U004141,纸尿裤,露安适,8,1,2022-03-15
L0001064,U003673,纸尿裤,露安适,7,0,
L0001065,U003605,纸尿裤,花王,8,1,2019-12-15
L0001066,U004551,纸尿裤,花王,7,1,2021-06-15
L0001067,U005545,纸尿裤,花王,2,1,2020-10-15
L0001068,U001933,纸尿裤,露安适,6,1,2019-04-15
L0001069,U002402,纸尿裤,大王,7,1,2018-09-15
L0001070,U002254,纸尿裤,大王,12,0,
L0001071,U004070,纸尿裤,大王,7,0,
L0001072,U004128,纸尿裤,好奇,21,1,2022-04-15
L0001073,U003863,纸尿裤,花王,5,1,2022-10-15
L0001074,U002755,纸尿裤,花王,8,0,
L0001075,U001603,纸尿裤,花王,10,0,
L0001076,U003126,纸尿裤,帮宝适,3,0,
L0001077,U004860,纸尿裤,帮宝适,5,0,
L0001078,U003382,纸尿裤,花王,9,1,2023-04-15
L0001079,U003672,纸尿裤,大王,3,0,
L0001080,U005172,纸尿裤,好奇,10,0,
L0001081,U004085,纸尿裤,帮宝适,4,0,
L0001082,U001613,纸尿裤,露安适,3,1,2024-11-15
L0001083,U004006,纸尿裤,帮宝适,12,0,
L0001084,U005094,纸尿裤,花王,2,0,
L0001085,U005955,纸尿裤,花王,11,1,2021-09-15
L0001086,U003841,纸尿裤,好奇,5,1,2019-01-15
L0001087,U005259,纸尿裤,花王,2,0,
L0001088,U003841,纸尿裤,大王,15,0,
L0001089,U001288,纸尿裤,花王,25,1,2019-01-15
L0001090,U004543,纸尿裤,花王,14,1,2023-08-15
L0001091,U000182,纸尿裤,大王,14,1,2023-09-15
L0001092,U004272,纸尿裤,好奇,13,0,
L0001093,U001482,纸尿裤,大王,6,1,2018-06-15
L0001094,U000464,纸尿裤,好奇,2,0,
L0001095,U003234,纸尿裤,大王,7,0,
L0001096,U001894,纸尿裤,露安适,9,1,2019-03-15
L0001097,U002608,纸尿裤,露安适,6,1,2021-10-15
L0001098,U005522,纸尿裤,花王,15,1,2020-02-15
L0001099,U002972,纸尿裤,好奇,7,1,2023-09-15
L0001100,U001668,纸尿裤,花王,8,0,
L0001101,U002507,纸尿裤,帮宝适,6,1,2018-07-15
L0001102,U001185,纸尿裤,大王,5,0,
L0001103,U003693,纸尿裤,帮宝适,5,0,
L0001104,U000933,纸尿裤,大王,10,0,
L0001105,U003007,纸尿裤,帮宝适,6,0,
L0001106,U005438,纸尿裤,妈咪宝贝,4,1,2021-04-15
L0001107,U005698,纸尿裤,好奇,3,0,
L0001108,U003819,纸尿裤,妈咪宝贝,14,0,
L0001109,U003800,纸尿裤,帮宝适,9,1,2022-01-15
L0001110,U000654,纸尿裤,好奇,16,1,2019-08-15
L0001111,U002753,纸尿裤,露安适,3,1,2024-04-15
L0001112,U001377,纸尿裤,帮宝适,4,1,2023-02-15
L0001113,U004000,纸尿裤,花王,3,1,2019-02-15
L0001114,U003101,纸尿裤,露安适,13,0,
L0001115,U004313,纸尿裤,好奇,10,1,2021-07-15
L0001116,U004945,纸尿裤,大王,5,1,2020-07-15
L0001117,U003299,纸尿裤,露安适,14,1,2024-03-15
L0001118,U004247,纸尿裤,妈咪宝贝,9,0,
L0001119,U005036,纸尿裤,好奇,6,0,
L0001120,U004504,纸尿裤,妈咪宝贝,6,1,2023-02-15
L0001121,U000271,纸尿裤,妈咪宝贝,3,1,2018-05-15
L0001122,U003190,纸尿裤,妈咪宝贝,4,0,
L0001123,U001365,纸尿裤,大王,11,1,2018-01-15
L0001124,U005301,纸尿裤,花王,10,0,
L0001125,U000413,纸尿裤,露安适,13,0,
L0001126,U002815,纸尿裤,帮宝适,6,0,
L0001127,U005776,纸尿裤,好奇,8,0,
L0001128,U003485,纸尿裤,花王,7,0,
L0001129,U000827,纸尿裤,帮宝适,16,0,
L0001130,U002070,纸尿裤,帮宝适,6,1,2020-02-15
L0001131,U003729,纸尿裤,大王,4,0,
L0001132,U000497,纸尿裤,妈咪宝贝,5,1,2023-04-15
L0001133,U005013,纸尿裤,花王,5,1,2023-04-15
L0001134,U002861,纸尿裤,妈咪宝贝,9,1,2024-12-15
L0001135,U001152,纸尿裤,花王,11,0,
L0001136,U001649,纸尿裤,花王,6,1,2020-02-15
L0001137,U001709,纸尿裤,帮宝适,11,1,2018-07-15
L0001138,U002645,纸尿裤,花王,8,1,2024-06-15
L0001139,U005671,纸尿裤,帮宝适,7,1,2018-10-15
L0001140,U005344,纸尿裤,帮宝适,6,1,2020-08-15
L0001141,U004666,纸尿裤,好奇,9,0,
L0001142,U001954,纸尿裤,好奇,6,0,
L0001143,U004978,纸尿裤,帮宝适,6,1,2019-04-15
L0001144,U005924,纸尿裤,好奇,7,0,
L0001145,U002584,纸尿裤,好奇,6,1,2018-11-15
L0001146,U000743,纸尿裤,帮宝适,10,0,
L0001147,U002868,纸尿裤,帮宝适,16,1,2022-07-15
L0001148,U004090,纸尿裤,好奇,4,1,2021-03-15
L0001149,U003874,纸尿裤,帮宝适,11,0,
L0001150,U004318,纸尿裤,妈咪宝贝,7,1,2021-01-15
L0001151,U003294,纸尿裤,妈咪宝贝,4,0,
L0001152,U001697,纸尿裤,帮宝适,22,0,
L0001153,U002341,纸尿裤,妈咪宝贝,7,0,
L0001154,U001963,纸尿裤,大王,30,1,2024-05-15
L0001155,U005193,纸尿裤,帮宝适,8,0,
L0001156,U000086,纸尿裤,好奇,2,1,2019-06-15
L0001157,U000485,纸尿裤,好奇,13,0,
L0001158,U001229,纸尿裤,露安适,8,1,2024-06-15
L0001159,U003562,纸尿裤,妈咪宝贝,4,1,2024-05-15
L0001160,U003173,纸尿裤,帮宝适,14,0,
L0001161,U001931,纸尿裤,露安适,8,1,2018-06-15
L0001162,U002271,纸尿裤,大王,6,1,2020-09-15
L0001163,U005417,纸尿裤,花王,2,0,
L0001164,U001449,纸尿裤,好奇,13,1,2023-03-15
L0001165,U000433,纸尿裤,好奇,6,1,2022-05-15
L0001166,U002485,纸尿裤,露安适,4,0,
L0001167,U000228,纸尿裤,帮宝适,8,1,2023-05-15
L0001168,U000830,纸尿裤,花王,11,1,2018-09-15
L0001169,U000792,纸尿裤,好奇,6,1,2024-07-15
L0001170,U003935,纸尿裤,好奇,5,1,2024-06-15
L0001171,U001624,纸尿裤,帮宝适,9,1,2018-11-15
L0001172,U002114,纸尿裤,妈咪宝贝,17,0,
L0001173,U000508,纸尿裤,好奇,3,1,2024-12-15
L0001174,U001037,纸尿裤,好奇,9,1,2020-08-15
L0001175,U004351,纸尿裤,露安适,8,0,
L0001176,U002871,纸尿裤,妈咪宝贝,4,1,2023-06-15
L0001177,U003660,纸尿裤,露安适,2,1,2021-09-15
L0001178,U005599,纸尿裤,妈咪宝贝,1,1,2020-03-15
L0001179,U000806,纸尿裤,大王,8,1,2022-08-15
L0001180,U005348,纸尿裤,露安适,3,1,2021-11-15
L0001181,U005868,纸尿裤,露安适,4,0,
L0001182,U003988,纸尿裤,好奇,4,0,
L0001183,U000750,纸尿裤,花王,6,1,2019-02-15
L0001184,U005924,纸尿裤,露安适,3,1,2019-01-15
L0001185,U003846,纸尿裤,花王,4,1,2022-03-15
L0001186,U004882,纸尿裤,好奇,4,0,
L0001187,U002705,纸尿裤,大王,5,0,
L0001188,U003467,纸尿裤,妈咪宝贝,6,0,
L0001189,U002679,纸尿裤,好奇,8,1,2023-11-15
L0001190,U001742,纸尿裤,大王,5,0,
L0001191,U005282,纸尿裤,好奇,4,1,2022-06-15
L0001192,U002122,纸尿裤,露安适,7,1,2021-02-15
L0001193,U002381,纸尿裤,帮宝适,8,0,
L0001194,U005801,纸尿裤,帮宝适,5,1,2018-08-15
L0001195,U000941,纸尿裤,花王,10,0,
L0001196,U003836,纸尿裤,大王,13,1,2022-05-15
L0001197,U000701,纸尿裤,花王,5,1,2022-10-15
L0001198,U002946,纸尿裤,大王,2,0,
L0001199,U004999,纸尿裤,妈咪宝贝,8,1,2019-01-15
L0001200,U004455,纸尿裤,妈咪宝贝,7,1,2018-01-15
L0001201,U003212,纸尿裤,好奇,5,1,2023-12-15
L0001202,U003819,纸尿裤,露安适,8,0,
L0001203,U000683,纸尿裤,露安适,6,1,2022-09-15
L0001204,U000746,纸尿裤,花王,6,0,
L0001205,U005551,纸尿裤,好奇,3,0,
L0001206,U004787,纸尿裤,好奇,9,1,2021-11-15
L0001207,U003886,纸尿裤,帮宝适,6,0,
L0001208,U003021,纸尿裤,花王,5,1,2019-02-15
L0001209,U004750,纸尿裤,露安适,8,0,
L0001210,U003943,纸尿裤,帮宝适,5,1,2018-03-15
L0001211,U003099,纸尿裤,帮宝适,8,1,2022-11-15
L0001212,U002783,纸尿裤,好奇,13,1,2020-11-15
L0001213,U002707,纸尿裤,露安适,25,1,2020-10-15
L0001214,U002435,纸尿裤,妈咪宝贝,13,1,2019-06-15
L0001215,U002369,纸尿裤,妈咪宝贝,3,1,2024-02-15
L0001216,U005557,纸尿裤,好奇,5,0,
L0001217,U000882,纸尿裤,妈咪宝贝,13,1,2018-02-15
L0001218,U005297,纸尿裤,大王,6,1,2024-06-15
L0001219,U000783,纸尿裤,妈咪宝贝,11,0,
L0001220,U004334,纸尿裤,花王,6,0,
L0001221,U004193,纸尿裤,好奇,3,0,
L0001222,U001148,纸尿裤,露安适,9,1,2024-10-15
L0001223,U002000,纸尿裤,好奇,8,1,2019-09-15
L0001224,U004544,纸尿裤,大王,7,0,
L0001225,U000308,纸尿裤,大王,5,1,2019-08-15
L0001226,U001827,纸尿裤,好奇,5,0,
L0001227,U000838,纸尿裤,妈咪宝贝,6,0,
L0001228,U002062,纸尿裤,帮宝适,18,1,2020-06-15
L0001229,U003885,纸尿裤,好奇,2,0,
L0001230,U005898,纸尿裤,帮宝适,9,0,
L0001231,U005413,纸尿裤,大王,5,0,
L0001232,U003509,纸尿裤,大王,4,0,
L0001233,U005960,纸尿裤,妈咪宝贝,18,1,2019-04-15
L0001234,U005181,纸尿裤,露安适,13,1,2019-11-15
L0001235,U001944,纸尿裤,妈咪宝贝,5,1,2020-12-15
L0001236,U002503,纸尿裤,好奇,5,1,2020-02-15
L0001237,U004757,纸尿裤,露安适,9,0,
L0001238,U000639,纸尿裤,大王,9,0,
L0001239,U000565,纸尿裤,帮宝适,7,1,2023-01-15
L0001240,U005390,纸尿裤,妈咪宝贝,16,1,2019-08-15
L0001241,U003428,纸尿裤,妈咪宝贝,9,0,
L0001242,U005861,纸尿裤,好奇,6,0,
L0001243,U003897,纸尿裤,花王,14,1,2024-02-15
L0001244,U002935,纸尿裤,大王,16,1,2019-01-15
L0001245,U002062,纸尿裤,妈咪宝贝,7,0,
L0001246,U002801,纸尿裤,花王,14,0,
L0001247,U000653,纸尿裤,好奇,12,0,
L0001248,U005524,纸尿裤,帮宝适,5,1,2018-06-15
L0001249,U004422,纸尿裤,帮宝适,20,1,2021-02-15
L0001250,U001666,纸尿裤,露安适,9,1,2021-02-15
L0001251,U000799,纸尿裤,好奇,11,0,
L0001252,U000374,纸尿裤,花王,7,1,2018-05-15
L0001253,U005053,纸尿裤,花王,9,0,
L0001254,U001935,纸尿裤,花王,13,1,2018-10-15
L0001255,U001362,纸尿裤,大王,10,0,
L0001256,U003776,纸尿裤,露安适,7,1,2022-10-15
L0001257,U000530,纸尿裤,花王,8,1,2021-06-15
L0001258,U005441,纸尿裤,大王,5,0,
L0001259,U001842,纸尿裤,花王,10,1,2020-07-15
L0001260,U000766,纸尿裤,好奇,5,1,2019-07-15
L0001261,U002742,纸尿裤,好奇,17,1,2019-10-15
L0001262,U003804,纸尿裤,帮宝适,4,1,2023-10-15
L0001263,U001838,纸尿裤,妈咪宝贝,6,0,
L0001264,U001206,纸尿裤,妈咪宝贝,19,0,
L0001265,U002375,纸尿裤,花王,10,0,
L0001266,U000331,纸尿裤,花王,18,1,2023-08-15
L0001267,U003888,纸尿裤,花王,9,1,2019-01-15
L0001268,U003753,纸尿裤,帮宝适,4,1,2024-06-15
L0001269,U001152,纸尿裤,大王,5,0,
L0001270,U004662,纸尿裤,大王,12,0,
L0001271,U001471,纸尿裤,帮宝适,33,0,
L0001272,U002479,纸尿裤,妈咪宝贝,2,0,
L0001273,U001830,纸尿裤,花王,10,1,2019-09-15
L0001274,U003025,纸尿裤,花王,10,1,2023-03-15
L0001275,U002086,纸尿裤,好奇,3,1,2019-03-15
L0001276,U005083,纸尿裤,好奇,10,1,2022-08-15
L0001277,U003102,纸尿裤,帮宝适,15,0,
L0001278,U002284,纸尿裤,帮宝适,13,1,2019-10-15
L0001279,U004036,纸尿裤,花王,9,0,
L0001280,U004031,纸尿裤,妈咪宝贝,2,0,
L0001281,U004868,纸尿裤,好奇,14,0,
L0001282,U005360,纸尿裤,帮宝适,5,1,2024-11-15
L0001283,U003834,纸尿裤,花王,12,1,2021-03-15
L0001284,U000885,纸尿裤,花王,17,1,2019-01-15
L0001285,U000701,纸尿裤,妈咪宝贝,13,0,
L0001286,U002055,纸尿裤,花王,10,1,2018-08-15
L0001287,U001625,纸尿裤,帮宝适,5,1,2018-06-15
L0001288,U005210,纸尿裤,帮宝适,4,1,2018-10-15
L0001289,U002308,纸尿裤,妈咪宝贝,9,0,
L0001290,U002169,纸尿裤,妈咪宝贝,12,1,2018-10-15
L0001291,U002567,纸尿裤,露安适,2,0,
L0001292,U004936,纸尿裤,露安适,2,0,
L0001293,U003376,纸尿裤,花王,6,0,
L0001294,U003892,纸尿裤,妈咪宝贝,14,0,
L0001295,U001760,纸尿裤,露安适,4,0,
L0001296,U002532,纸尿裤,帮宝适,8,0,
L0001297,U003496,纸尿裤,花王,10,0,
L0001298,U003148,纸尿裤,露安适,9,1,2019-09-15
L0001299,U000315,纸尿裤,大王,8,1,2022-08-15
L0001300,U004465,纸尿裤,大王,5,0,
L0001301,U004754,纸尿裤,好奇,10,0,
L0001302,U001691,纸尿裤,好奇,3,1,2020-02-15
L0001303,U002876,纸尿裤,露安适,12,1,2024-05-15
L0001304,U004848,纸尿裤,花王,5,0,
L0001305,U002697,纸尿裤,好奇,12,0,
L0001306,U005361,纸尿裤,露安适,13,0,
L0001307,U005905,纸尿裤,大王,8,1,2022-02-15
L0001308,U003988,纸尿裤,妈咪宝贝,9,0,
L0001309,U001264,纸尿裤,好奇,11,1,2022-04-15
L0001310,U000835,纸尿裤,大王,7,0,
L0001311,U003131,纸尿裤,妈咪宝贝,11,1,2018-10-15
L0001312,U003696,纸尿裤,花王,13,0,
L0001313,U001268,纸尿裤,妈咪宝贝,9,0,
L0001314,U003854,纸尿裤,帮宝适,7,0,
L0001315,U001129,纸尿裤,露安适,10,1,2021-06-15
L0001316,U004565,纸尿裤,大王,7,0,
L0001317,U000493,纸尿裤,露安适,6,1,2024-06-15
L0001318,U000125,纸尿裤,露安适,5,1,2019-02-15
L0001319,U005615,纸尿裤,帮宝适,3,1,2020-08-15
L0001320,U005832,纸尿裤,花王,5,1,2023-11-15
L0001321,U003586,纸尿裤,花王,18,0,
L0001322,U005328,纸尿裤,妈咪宝贝,2,0,
L0001323,U003444,纸尿裤,大王,3,1,2020-12-15
L0001324,U003988,纸尿裤,好奇,4,1,2023-02-15
L0001325,U000669,纸尿裤,露安适,9,1,2023-08-15
L0001326,U004249,纸尿裤,妈咪宝贝,4,0,
L0001327,U003456,纸尿裤,大王,3,1,2024-03-15
L0001328,U004701,纸尿裤,大王,4,0,
L0001329,U001927,纸尿裤,好奇,36,0,
L0001330,U001568,纸尿裤,花王,13,1,2024-03-15
L0001331,U004415,纸尿裤,大王,9,0,
L0001332,U004243,纸尿裤,大王,4,0,
L0001333,U001076,纸尿裤,露安适,8,0,
L0001334,U001509,纸尿裤,露安适,13,0,
L0001335,U005003,纸尿裤,好奇,5,1,2023-11-15
L0001336,U001370,纸尿裤,大王,3,1,2018-04-15
L0001337,U005908,纸尿裤,妈咪宝贝,5,0,
L0001338,U001339,纸尿裤,好奇,3,0,
L0001339,U005906,纸尿裤,妈咪宝贝,6,1,2019-12-15
L0001340,U002279,纸尿裤,妈咪宝贝,3,1,2022-04-15
L0001341,U003125,纸尿裤,大王,3,1,2020-05-15
L0001342,U001648,纸尿裤,大王,5,0,
L0001343,U003351,纸尿裤,花王,9,0,
L0001344,U002705,纸尿裤,妈咪宝贝,19,1,2024-01-15
L0001345,U004467,纸尿裤,好奇,2,1,2023-08-15
L0001346,U005362,纸尿裤,好奇,8,1,2019-06-15
L0001347,U005052,纸尿裤,妈咪宝贝,9,1,2024-03-15
L0001348,U001464,纸尿裤,花王,5,1,2020-12-15
L0001349,U004598,纸尿裤,花王,14,0,
L0001350,U005860,纸尿裤,帮宝适,6,0,
L0001351,U000462,纸尿裤,妈咪宝贝,18,1,2021-12-15
L0001352,U005951,纸尿裤,妈咪宝贝,23,0,
L0001353,U003179,纸尿裤,好奇,2,1,2021-09-15
L0001354,U002783,纸尿裤,大王,13,0,
L0001355,U001377,纸尿裤,大王,17,1,2019-01-15
L0001356,U000598,纸尿裤,大王,10,0,
L0001357,U000220,纸尿裤,露安适,12,0,
L0001358,U001377,纸尿裤,花王,9,0,
L0001359,U000726,纸尿裤,帮宝适,4,1,2024-05-15
L0001360,U001577,纸尿裤,帮宝适,6,1,2019-06-15
L0001361,U005826,纸尿裤,花王,8,0,
L0001362,U001162,纸尿裤,露安适,8,1,2021-09-15
L0001363,U004968,纸尿裤,好奇,4,0,
L0001364,U005614,纸尿裤,妈咪宝贝,8,1,2021-04-15
L0001365,U001235,纸尿裤,大王,3,0,
L0001366,U000714,纸尿裤,帮宝适,5,0,
L0001367,U003788,纸尿裤,露安适,10,1,2019-09-15
L0001368,U000999,纸尿裤,好奇,7,1,2018-09-15
L0001369,U004683,纸尿裤,好奇,16,0,
L0001370,U004542,纸尿裤,帮宝适,3,1,2024-10-15
L0001371,U005561,纸尿裤,妈咪宝贝,8,0,
L0001372,U003833,纸尿裤,妈咪宝贝,3,1,2018-09-15
L0001373,U001298,纸尿裤,好奇,2,0,
L0001374,U004850,纸尿裤,好奇,6,0,
L0001375,U000301,纸尿裤,妈咪宝贝,12,0,
L0001376,U004860,纸尿裤,好奇,3,1,2022-02-15
L0001377,U004905,纸尿裤,露安适,7,1,2020-08-15
L0001378,U001644,纸尿裤,好奇,6,1,2024-10-15
L0001379,U001472,纸尿裤,露安适,11,0,
L0001380,U003413,纸尿裤,帮宝适,3,1,2020-08-15
L0001381,U004922,纸尿裤,大王,11,1,2019-01-15
L0001382,U002993,纸尿裤,露安适,13,0,
L0001383,U003067,纸尿裤,露安适,4,0,
L0001384,U001229,纸尿裤,大王,23,0,
L0001385,U003983,纸尿裤,大王,9,1,2019-03-15
L0001386,U002745,纸尿裤,妈咪宝贝,11,1,2018-05-15
L0001387,U004907,纸尿裤,妈咪宝贝,4,0,
L0001388,U001854,纸尿裤,大王,2,1,2024-07-15
L0001389,U002475,纸尿裤,大王,8,0,
L0001390,U000613,纸尿裤,好奇,13,1,2019-01-15
L0001391,U000948,纸尿裤,帮宝适,18,0,
L0001392,U004888,纸尿裤,露安适,7,0,
L0001393,U002137,纸尿裤,大王,9,1,2023-03-15
L0001394,U001720,纸尿裤,花王,8,0,
L0001395,U001844,纸尿裤,帮宝适,3,1,2018-04-15
L0001396,U004755,纸尿裤,大王,10,0,
L0001397,U001665,纸尿裤,露安适,9,0,
L0001398,U004291,纸尿裤,花王,2,1,2024-11-15
L0001399,U004283,纸尿裤,花王,13,1,2024-11-15
L0001400,U001888,纸尿裤,花王,4,1,2024-12-15
L0001401,U002336,纸尿裤,帮宝适,9,0,
L0001402,U002065,纸尿裤,花王,7,0,
L0001403,U004656,纸尿裤,花王,2,1,2020-07-15
L0001404,U005933,纸尿裤,好奇,3,0,
L0001405,U000909,纸尿裤,妈咪宝贝,4,1,2024-07-15
L0001406,U003890,纸尿裤,帮宝适,13,0,
L0001407,U001003,纸尿裤,大王,18,0,
L0001408,U002524,纸尿裤,大王,3,0,
L0001409,U002549,纸尿裤,花王,8,0,
L0001410,U001530,纸尿裤,帮宝适,21,0,
L0001411,U004619,纸尿裤,帮宝适,11,0,
L0001412,U004229,纸尿裤,妈咪宝贝,4,1,2023-06-15
L0001413,U001290,纸尿裤,好奇,6,1,2019-02-15
L0001414,U004116,纸尿裤,露安适,6,1,2021-03-15
L0001415,U002734,纸尿裤,妈咪宝贝,2,0,
L0001416,U002443,纸尿裤,帮宝适,1,0,
L0001417,U005568,纸尿裤,大王,12,0,
L0001418,U002022,纸尿裤,妈咪宝贝,7,1,2018-09-15
L0001419,U000309,纸尿裤,妈咪宝贝,15,0,
L0001420,U003059,纸尿裤,好奇,9,1,2022-01-15
L0001421,U005959,纸尿裤,妈咪宝贝,2,1,2021-02-15
L0001422,U003815,纸尿裤,妈咪宝贝,5,0,
L0001423,U000161,纸尿裤,花王,9,1,2020-08-15
L0001424,U001046,纸尿裤,大王,5,1,2020-06-15
L0001425,U005748,纸尿裤,帮宝适,14,1,2022-06-15
L0001426,U005520,纸尿裤,露安适,16,0,
L0001427,U001842,纸尿裤,帮宝适,11,0,
L0001428,U005119,纸尿裤,大王,3,1,2020-05-15
L0001429,U002260,纸尿裤,妈咪宝贝,6,0,
L0001430,U002069,纸尿裤,妈咪宝贝,2,0,
L0001431,U001790,纸尿裤,妈咪宝贝,6,0,
L0001432,U005506,纸尿裤,好奇,12,0,
L0001433,U001754,纸尿裤,好奇,9,1,2023-01-15
L0001434,U000319,纸尿裤,妈咪宝贝,4,1,2018-06-15
L0001435,U001999,纸尿裤,大王,7,1,2023-06-15
L0001436,U003213,纸尿裤,大王,7,0,
L0001437,U000466,纸尿裤,花王,4,1,2022-12-15
L0001438,U004518,纸尿裤,大王,7,1,2020-07-15
L0001439,U002921,纸尿裤,妈咪宝贝,4,0,
L0001440,U002383,纸尿裤,妈咪宝贝,4,1,2023-08-15
L0001441,U002530,纸尿裤,露安适,2,1,2019-05-15
L0001442,U001244,纸尿裤,露安适,8,0,
L0001443,U000924,纸尿裤,大王,7,0,
L0001444,U005879,纸尿裤,露安适,25,0,
L0001445,U002036,纸尿裤,花王,1,0,
L0001446,U003486,纸尿裤,妈咪宝贝,6,0,
L0001447,U000515,纸尿裤,大王,3,0,
L0001448,U003635,纸尿裤,大王,3,1,2018-09-15
L0001449,U002384,纸尿裤,大王,4,0,
L0001450,U005901,纸尿裤,妈咪宝贝,2,1,2024-10-15
L0001451,U004172,纸尿裤,露安适,3,1,2019-11-15
L0001452,U005854,纸尿裤,露安适,13,0,
L0001453,U001882,纸尿裤,好奇,15,0,
L0001454,U003660,纸尿裤,露安适,4,0,
L0001455,U000729,纸尿裤,帮宝适,4,1,2024-10-15
L0001456,U003957,纸尿裤,妈咪宝贝,13,1,2019-04-15
L0001457,U001645,纸尿裤,大王,6,1,2018-10-15
L0001458,U002198,纸尿裤,大王,11,0,
L0001459,U005272,纸尿裤,帮宝适,5,0,
L0001460,U004653,纸尿裤,花王,10,1,2021-05-15
L0001461,U000351,纸尿裤,大王,8,1,2022-04-15
L0001462,U000221,纸尿裤,大王,3,0,
L0001463,U000330,纸尿裤,妈咪宝贝,4,1,2022-08-15
L0001464,U000781,纸尿裤,花王,5,0,
L0001465,U003344,纸尿裤,妈咪宝贝,22,1,2022-06-15
L0001466,U002246,纸尿裤,露安适,9,0,
L0001467,U003390,纸尿裤,露安适,3,1,2019-10-15
L0001468,U003965,纸尿裤,大王,10,1,2019-02-15
L0001469,U003506,纸尿裤,露安适,2,0,
L0001470,U001981,纸尿裤,好奇,8,0,
L0001471,U001703,纸尿裤,露安适,7,0,
L0001472,U001792,纸尿裤,妈咪宝贝,3,0,
L0001473,U003794,纸尿裤,花王,14,0,
L0001474,U003260,纸尿裤,大王,4,0,
L0001475,U004370,纸尿裤,妈咪宝贝,10,1,2020-03-15
L0001476,U002724,纸尿裤,大王,4,1,2022-03-15
L0001477,U001056,纸尿裤,妈咪宝贝,2,0,
L0001478,U005847,纸尿裤,花王,30,1,2024-02-15
L0001479,U001968,纸尿裤,露安适,4,1,2022-04-15
L0001480,U002083,纸尿裤,妈咪宝贝,5,1,2018-10-15
L0001481,U003146,纸尿裤,好奇,10,1,2020-12-15
L0001482,U001862,纸尿裤,妈咪宝贝,8,1,2024-09-15
L0001483,U001711,纸尿裤,露安适,4,1,2023-12-15
L0001484,U005733,纸尿裤,好奇,8,1,2018-07-15
L0001485,U001117,纸尿裤,大王,3,0,
L0001486,U003459,纸尿裤,花王,2,1,2018-06-15
L0001487,U002852,纸尿裤,花王,14,1,2021-06-15
L0001488,U003302,纸尿裤,好奇,13,1,2022-03-15
L0001489,U005514,纸尿裤,妈咪宝贝,17,1,2024-02-15
L0001490,U000535,纸尿裤,好奇,20,0,
L0001491,U004750,纸尿裤,帮宝适,2,1,2023-04-15
L0001492,U005291,纸尿裤,帮宝适,3,0,
L0001493,U001702,纸尿裤,妈咪宝贝,9,1,2019-03-15
L0001494,U005826,纸尿裤,大王,7,0,
L0001495,U000019,纸尿裤,花王,4,1,2021-09-15
L0001496,U002473,纸尿裤,帮宝适,3,0,
L0001497,U005722,纸尿裤,妈咪宝贝,4,1,2024-04-15
L0001498,U004902,纸尿裤,露安适,12,1,2024-04-15
L0001499,U001999,纸尿裤,好奇,7,0,
L0001500,U000430,纸尿裤,好奇,4,0,
L0001501,U004136,纸尿裤,妈咪宝贝,3,0,
L0001502,U005847,纸尿裤,妈咪宝贝,5,0,
L0001503,U000626,纸尿裤,大王,4,0,
L0001504,U004987,纸尿裤,帮宝适,8,0,
L0001505,U004669,纸尿裤,大王,3,0,
L0001506,U005212,纸尿裤,帮宝适,9,0,
L0001507,U001373,纸尿裤,好奇,8,0,
L0001508,U003800,纸尿裤,帮宝适,5,0,
L0001509,U001102,纸尿裤,帮宝适,9,0,
L0001510,U003382,纸尿裤,好奇,8,0,
L0001511,U003653,纸尿裤,花王,3,0,
L0001512,U004901,纸尿裤,露安适,2,0,
L0001513,U003094,纸尿裤,好奇,11,1,2021-11-15
L0001514,U001434,纸尿裤,露安适,6,1,2021-11-15
L0001515,U003480,纸尿裤,花王,20,0,
L0001516,U003638,纸尿裤,妈咪宝贝,5,1,2021-01-15
L0001517,U003346,纸尿裤,花王,4,0,
L0001518,U004747,纸尿裤,露安适,8,1,2019-05-15
L0001519,U000682,纸尿裤,好奇,17,1,2022-02-15
L0001520,U003665,纸尿裤,好奇,1,0,
L0001521,U003569,纸尿裤,好奇,20,0,
L0001522,U004380,纸尿裤,好奇,12,0,
L0001523,U002874,纸尿裤,露安适,11,1,2018-10-15
L0001524,U003559,纸尿裤,好奇,17,0,
L0001525,U003962,纸尿裤,花王,11,0,
L0001526,U001214,纸尿裤,露安适,10,0,
L0001527,U000985,纸尿裤,花王,4,1,2018-12-15
L0001528,U003414,纸尿裤,好奇,15,1,2019-03-15
L0001529,U004839,纸尿裤,花王,7,0,
L0001530,U003192,纸尿裤,花王,15,0,
